site,lat,long,line_id,unique_id,year_sampled,nickname,section,y_obs,d_obs,est_d_death,sex,cause_death,age_class,date_sampled,age_days,type,soil_type,region,average_rainfall_mm,land_gertenbach1983,Domwoody_venter,Geomorph_venter,LTYPE_venter,dist2road,dist2river,dist2aw,feather_count,skull_found,skull_lat,skull_long,rocky_count,notes_24,notes_25,death_date,survey_date,death_month,survey_month,average_precip_16_25,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,average_temp_16_24,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,season_survey,ele_count_2017_buf,ele_groups_2017_buf,buffer_km,buffer_area_km2,ele_density_2017_buf,ele_pressure_2017,dung_e,near_river,near_aw,near_road,z_dung,z_river,z_aw,z_road,ele_pressure_proxy,hyena_density_2015_idw,unique_id_fixed,dis.road.m,date_visit,strike,distance_m,soil_resistance,mass_bones,average_score_bones,frag_count,nonfrag_count,pellets_dung,elephant_dung,pat_dung,zebra_dung,hyena_dung,jackal_dung,carnivore_dung,rhino_dung,PO4_mgkg,SO4_mgkg,NO3_mgkg,NH3_mgkg,HCO3_mgkg,Ca_mgkg,Mg_mgkg,K_mgkg,Na_mgkg,Cl_mgkg,Fe_mgkg,Mn_mgkg,Cu_mgkg,Zn_mgkg,B_mgkg,pH,P_Bray_I_mgkg,N.per,C.per,N15,C13,N.per_fol,C.per_fol,N15_fol,C13_fol
B_2020_6,-23.0362,31.48537,Mandzemba_2025,B_2020_6_2025,2025,Mandzemba,Shingwedzi,2020,1-Feb-20,30-Jan-20,male,Natural,adult,19-Aug-25,2028,carcass,Basalt,North,409.7337338,Mixed Combretum / Colophospermum mopane woodland,Dense-moderately dense C. mopane shrub savanna. Dominant grass:Themeda triandra,Flat & level plains related to LTIII erosion surface,LE04: Manyeleti,1423.558839,8430.255859,3671.312012,0,yes,-23.03778,31.48537,NA,NA,"no control done, out of time",2020-01-30T00:00:00Z,2025-08-19T00:00:00Z,2020-01-01T00:00:00Z,2025-08-01T00:00:00Z,369.3038834,362.7603145,496.7391738,423.1605976,23.73787879,24.09090909,23.45,26.8375,34.3,37.4,late_wet,dry,181,22,10,314.1592654,0.576140894,282.6777093,1.743968805,-8430.255859,-3671.312012,-1423.558839,1.931837732,-0.894249994,0.225265058,-1.571637422,-0.077196157,0.294573147,B_2020_6_2025,1424,19-Aug-25,10,15,1367.894646,34.54,3.75,19,12,0.08,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_61_C,-23.12805,31.43466,Mopane_C_2025,B_2022_61_2025_C,2025,Mopane_C,Shingwedzi,2022,NA,NA,male,DCA,adult,20-Aug-25,NA,control,Basalt,North,384.6655571,Combretum / Colophospermum mopane Rugged Veld,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,425.5057637,1548.173096,2296.010254,0,NA,NA,NA,NA,NA,NA,NA,2025-08-20T00:00:00Z,NA,2025-08-01T00:00:00Z,373.3621478,NA,NA,409.5820091,23.62474747,NA,NA,27.2625,NA,37.7,NA,dry,706,59,10,314.1592654,2.247267796,364.1956187,NA,-1548.173096,-2296.010254,-425.5057637,NA,0.860571419,1.086657022,0.273437619,0.74022202,0.210561824,B_2022_61_C_2025,524,20-Aug-25,15,2.5,1367.894646,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_19,-23.06706,31.35151,Flats_2025,B_2023_19_2025,2025,Flats,Shingwedzi,2023,23-Feb-23,21-Feb-23,female,Natural,adult,21-Aug-25,912,carcass,Basalt,North,409.2332781,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,1133.617664,2712.178955,3233.879639,0,no,NA,NA,NA,NA,"area partly burned, couldn't do seedlings, browse is still obvious, fire looks weak/stayed low",2023-02-21T00:00:00Z,2025-08-21T00:00:00Z,2023-02-01T00:00:00Z,2025-08-01T00:00:00Z,403.9019436,441.4717784,180.15639,461.4974875,23.81212121,23.71818182,24.04545455,27.4125,35.2,37.6,late_wet,dry,347,31,10,314.1592654,1.104535305,319.3528437,0.039220713,-2712.178955,-3233.879639,-1133.617664,-1.1090848,0.563768478,0.499241826,-1.035630632,-0.270426282,0.238616085,B_2023_19_2025,1134,21-Aug-25,10,10,1367.894646,0.22,5,18,0,NA,0.04,0.08,0.06,NA,NA,NA,NA,0.7,2.3,111.5,0.4,97.63,55.76,5,13.81,4.15,3.18,0.02,0,0.02,0.03,0.08,7.79,17.78,0.18,2.75,4.36,-14.03,NA,NA,NA,NA
B_2023_32_C,-23.04956,31.2691,Phugwane_C_2025,B_2023_32_2025_C,2025,Phugwane_C,Shingwedzi,2023,NA,NA,male,Management,adult,21-Aug-25,NA,control,Granite,North,409.5510445,Salvadora angustifolia floodplains,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,1223.116295,2226.422852,6070.612793,0,NA,NA,NA,NA,NA,NA,NA,2025-08-21T00:00:00Z,NA,2025-08-01T00:00:00Z,416.2547079,NA,NA,495.8406289,23.65858586,NA,NA,27.1875,NA,37.4,NA,dry,242,19,10,314.1592654,0.770309925,328.9521498,1.091923301,-2226.422852,-6070.612793,-1223.116295,0.768721682,0.687628542,-1.277487629,-1.201084448,-0.255555463,0.382751612,B_2023_32_C_2025,1375,21-Aug-25,10,0.5,1367.894646,0,0,0,0,NA,1.98,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_32_C,-23.04956,31.2691,Phugwane_C_2025,B_2023_32_2025_C,2025,Phugwane_C,Shingwedzi,2023,NA,NA,male,Management,adult,21-Aug-25,NA,control,Granite,North,409.5510445,Salvadora angustifolia floodplains,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,1223.116295,2226.422852,6070.612793,0,NA,NA,NA,NA,NA,NA,NA,2025-08-21T00:00:00Z,NA,2025-08-01T00:00:00Z,416.2547079,NA,NA,495.8406289,23.65858586,NA,NA,27.1875,NA,37.4,NA,dry,242,19,10,314.1592654,0.770309925,328.9521498,1.091923301,-2226.422852,-6070.612793,-1223.116295,0.768721682,0.687628542,-1.277487629,-1.201084448,-0.255555463,0.382751612,B_2023_32_C_2025,1375,21-Aug-25,15,2.5,1367.894646,0,0,0,0,NA,1.98,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_5,-23.70609,31.57687,Giriyondo_2025,B_2023_5_2025,2025,Giriyondo,Letaba,2023,12-Jan-23,10-Jan-23,male,Natural,adult,29-Jul-25,931,carcass,Basalt,Central,360.4362185,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna. Dominant grass:Themeda triandra,Flat & level plains related to LTIII erosion surface,LE04: Manyeleti,19.14731014,7000.228027,4334.963867,0,no,NA,NA,NA,NA,NA,2023-01-10T00:00:00Z,2025-07-29T00:00:00Z,2023-01-01T00:00:00Z,2025-07-01T00:00:00Z,383.8360305,322.6516035,351.8327339,344.4477291,23.40909091,23.36818182,23.55909091,25.6,34.1,36.9,late_wet,dry,172,33,10,314.1592654,0.547493004,329.2081704,1.386294361,-7000.228027,-4334.963867,-19.14731014,1.293819551,-0.52961569,-0.190399629,1.024662037,0.399616567,0.372302675,B_2023_5_2025,19,29-Jul-25,10,10,1367.894646,0.08,5,4,0,NA,3,0.08,NA,NA,NA,NA,NA,2.82,3.16,62.3,1.21,12.2,13.02,11.17,28.24,15.59,5.41,1.52,0.59,0.08,0.08,0.2,5.95,198.44,0.13,2.15,5.99,-13.68,NA,NA,NA,NA
B_2023_5,-23.70609,31.57687,Giriyondo_2025,B_2023_5_2025,2025,Giriyondo,Letaba,2023,12-Jan-23,10-Jan-23,male,Natural,adult,29-Jul-25,931,carcass,Basalt,Central,360.4362185,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna. Dominant grass:Themeda triandra,Flat & level plains related to LTIII erosion surface,LE04: Manyeleti,19.14731014,7000.228027,4334.963867,0,no,NA,NA,NA,NA,NA,2023-01-10T00:00:00Z,2025-07-29T00:00:00Z,2023-01-01T00:00:00Z,2025-07-01T00:00:00Z,383.8360305,322.6516035,351.8327339,344.4477291,23.40909091,23.36818182,23.55909091,25.6,34.1,36.9,late_wet,dry,172,33,10,314.1592654,0.547493004,329.2081704,1.386294361,-7000.228027,-4334.963867,-19.14731014,1.293819551,-0.52961569,-0.190399629,1.024662037,0.399616567,0.372302675,B_2023_5_2025,19,29-Jul-25,10,15,1367.894646,0.08,5,4,0,NA,3,0.08,NA,NA,NA,NA,NA,5.27,4.37,41.31,0.93,12.2,9.01,8.42,23.68,19.64,6.79,1.86,0.65,0.19,0.27,0.08,6.11,86.66,0.12,2.13,5.93,-13.42,2.39,48.86,6.48,-27.94
B_2023_5_C,-23.70602,31.57686,Giriyondo_C_2025,B_2023_5_2025_C,2025,Giriyondo_C,Letaba,2023,NA,NA,male,Natural,adult,29-Jul-25,NA,control,Basalt,Central,360.4362185,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna. Dominant grass:Themeda triandra,Flat & level plains related to LTIII erosion surface,LE04: Manyeleti,20.16210639,7000.228027,4334.963867,0,NA,NA,NA,NA,NA,NA,NA,2025-07-29T00:00:00Z,NA,2025-07-01T00:00:00Z,383.8360305,NA,NA,344.4477291,23.40909091,NA,NA,25.6,NA,36.9,NA,dry,172,33,10,314.1592654,0.547493004,329.1895124,0.246860078,-7000.228027,-4334.963867,-20.16210639,-0.738698567,-0.52961569,-0.190399629,1.022786009,-0.108981969,0.372219478,B_2023_5_C_2025,19,29-Jul-25,10,1,1367.894646,0,0,0,0,0.04,0.28,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_111_C,-23.70721,31.62207,Lala_plam_C_2025,B_2024_111_2025_C,2025,Lala plam_C,Letaba,2024,NA,NA,female,Natural,adult,31-Jul-25,NA,control,Basalt,Central,398.9837588,Combretum / Colophospermum mopane Rugged Veld,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,307.5364677,9998.525391,6202.998535,0,NA,NA,NA,NA,NA,NA,NA,2025-07-31T00:00:00Z,NA,2025-07-01T00:00:00Z,416.7074389,NA,NA,372.2890825,23.56161616,NA,NA,25.49,NA,36.9,NA,dry,163,26,10,314.1592654,0.518845114,318.8886005,1.01884732,-9998.525391,-6202.998535,-307.5364677,0.638369053,-1.294133729,-1.360404716,0.491524422,-0.381161242,0.377342257,B_2024_111_C_2025,304,31-Jul-25,10,5,1367.894646,0,0,0,0,0.06,1.77,0.02,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_37,-23.86795,31.54198,Nhlanganini_2025,B_2022_37_2025,2025,Nhlanganini,Letaba,2022,4-May-22,28-Apr-22,male,Natural,adult,29-Jul-25,1188,carcass,Basalt,Central,366.0817611,Colophospermum mopane Forest,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,139.2737201,4837.447266,8105.197266,0,no,NA,NA,NA,NA,NA,2022-04-28T00:00:00Z,2025-07-29T00:00:00Z,2022-04-01T00:00:00Z,2025-07-01T00:00:00Z,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,316,33,10,314.1592654,1.00585924,348.7384003,NA,-4837.447266,-8105.197266,-139.2737201,NA,0.021858932,-2.55180776,0.802587434,-0.575787131,0.374042789,B_2022_37_2025,139,29-Jul-25,10,15,1326.443293,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA,5.01,4.89,58.84,0.03,30.51,15.17,14.67,16.3,4.66,3.4,28.48,0.13,0.26,0.06,0.06,6.97,37.21,0.18,2.54,4.92,-18.48,2.55,48.39,4.72,-27.22
B_2024_22,-24.6189,31.73229,Ndzalama_2025,B_2024_22_2025,2025,Ndzalama,Tshokwane,2024,8/12/2024,8/11/2024,female,Burned,adult,5-Aug-25,359,carcass,Granite,Central,523.6505786,Mixed Combretum / Terminalia sericea woodland,Moderately dense mixed Combretum spp./A. nigrescens bush savanna,Slightly-moderately undulating plains representing area where erosional processes caused shallower soils,SK09: Muzandzeni,165.0652323,569.7379761,3139.047363,0,no,NA,NA,NA,NA,NA,2024-08-11T00:00:00Z,2025-08-05T00:00:00Z,2024-08-01T00:00:00Z,2025-08-01T00:00:00Z,662.8179874,553.0104318,609.7129951,609.7129951,22.6969697,22.81363636,25.86666667,24.8125,32.9,34.3,dry,dry,722,79,10,314.1592654,2.298197378,449.254762,2.02287119,-569.7379761,-3139.047363,-165.0652323,2.429342642,1.11005678,0.558638071,0.754907329,1.213236206,0.701799218,B_2024_22_2025,165,5-Aug-25,10,15,1326.443293,0.34,4.666666667,5,1,0.54,6.56,1.98,NA,NA,NA,NA,NA,2.48,5.46,116.31,0.03,6.1,15.68,8.31,35.41,9.47,12.91,13.81,0.13,0.22,0.05,0.06,5.31,33.66,0.11,1.23,6.48,-19.05,NA,NA,NA,NA
B_2025_1_C,-24.19144,31.85531,Tusker_C_2025,B_2025_1_2025_C,2025,Tusker_C,N'wanetsi,2025,NA,NA,male,Infected tusk,adult,18-Jun-25,NA,control,Basalt,Central,473.9603937,Dwarf Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,1388.503518,19289.3457,7573.486816,0,NA,NA,NA,NA,NA,NA,NA,2025-06-18T00:00:00Z,NA,2025-06-01T00:00:00Z,540.9750545,NA,NA,529.4238329,23.16414141,NA,NA,24.2,NA,36.3,NA,dry,36,10,10,314.1592654,0.114591559,306.4703555,NA,-19289.3457,-7573.486816,-1388.503518,NA,-3.663144825,-2.218781858,-1.506831552,-2.462919412,0.685338012,B_2025_1_C_2025,1400,18-Jun-25,10,15,1326.443293,1.52,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2017_64,-22.97023,31.40587,Burn_2025,B_2017_64_2025,2025,Burn,Shingwedzi,2017,30-Jun-17,29-Jun-17,male,Poached,adult,12-Aug-25,2966,carcass,Basalt,North,415.7226831,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,51.78762972,7859.619141,2184.4021,0,no,NA,NA,NA,NA,NA,2017-06-29T00:00:00Z,2025-08-12T00:00:00Z,2017-06-01T00:00:00Z,2025-08-01T00:00:00Z,390.2857621,628.8558459,446.0894513,466.2223639,23.62626263,23.45909091,23.36818182,27.125,34.9,37.6,dry,dry,217,23,10,314.1592654,0.690732453,282.9853097,0.246860078,-7859.619141,-2184.4021,-51.78762972,-0.738698567,-0.748746727,1.156560493,0.964320718,0.158358979,0.241650395,B_2017_64_2025,52,12-Aug-25,15,10,1313.17886,28.44,3,3,8,NA,0.28,NA,0.08,NA,NA,NA,NA,0.23,1.25,27.77,0.68,85.42,41.01,4.72,12.92,8.69,2.95,0.02,0,0.09,0.04,0.16,7.87,4.26,0.17,2.57,4.72,-12.73,NA,NA,NA,NA
B_2018_49_C,-23.14005,31.41999,Phys_C_2025,B_2018_49_2025_C,2025,Phys_C,Shingwedzi,2018,NA,NA,male,Natural,adult,15-Aug-25,NA,control,Basalt,North,387.4684059,Combretum / Colophospermum mopane Rugged Veld,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,176.8357353,3117.114258,503.4376526,0,NA,NA,NA,NA,NA,NA,NA,2025-08-15T00:00:00Z,NA,2025-08-01T00:00:00Z,373.3621478,NA,NA,409.5820091,23.62474747,NA,NA,27.2625,NA,37.7,NA,dry,732,61,10,314.1592654,2.330028367,365.8370612,NA,-3117.114258,-503.4376526,-176.8357353,NA,0.46051643,2.209397995,0.733147503,1.134353976,0.154657367,B_2018_49_C_2025,195,15-Aug-25,15,1,1313.17886,0,0,0,0,NA,NA,3.82,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_111_C,-23.70721,31.62207,Lala_plam_C_2025,B_2024_111_2025_C,2025,Lala plam_C,Letaba,2024,NA,NA,female,Natural,adult,31-Jul-25,NA,control,Basalt,Central,398.9837588,Combretum / Colophospermum mopane Rugged Veld,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,307.5364677,9998.525391,6202.998535,0,NA,NA,NA,NA,NA,NA,NA,2025-07-31T00:00:00Z,NA,2025-07-01T00:00:00Z,416.7074389,NA,NA,372.2890825,23.56161616,NA,NA,25.49,NA,36.9,NA,dry,163,26,10,314.1592654,0.518845114,318.8886005,1.01884732,-9998.525391,-6202.998535,-307.5364677,0.638369053,-1.294133729,-1.360404716,0.491524422,-0.381161242,0.377342257,B_2024_111_C_2025,304,31-Jul-25,15,15,1313.17886,0,0,0,0,0.06,1.77,0.02,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_5_C,-25.47685,31.3308,Linghoza_C_2025,B_2024_5_2025_C,2025,Linghoza_C,Stolsnek,2024,NA,NA,male,DCA,adult,25-Jun-25,NA,control,Granite,South,668.5570401,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,317.4600428,2892.417969,4870.373535,0,NA,NA,NA,NA,NA,NA,NA,2025-06-25T00:00:00Z,NA,2025-06-01T00:00:00Z,936.6441418,NA,NA,891.4119377,21.88333333,NA,NA,22.475,NA,32.5,NA,dry,131,35,10,314.1592654,0.416985951,208.0929044,0.378436436,-2892.417969,-4870.373535,-317.4600428,-0.50399321,0.517810402,-0.525742461,0.473178964,-0.009686576,0.373406442,B_2024_5_C_2025,328,25-Jun-25,2,10,1313.17886,0,0,0,0,0.08,0.46,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2025_1_C,-24.19144,31.85531,Tusker_C_2025,B_2025_1_2025_C,2025,Tusker_C,N'wanetsi,2025,NA,NA,male,Infected tusk,adult,18-Jun-25,NA,control,Basalt,Central,473.9603937,Dwarf Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,1388.503518,19289.3457,7573.486816,0,NA,NA,NA,NA,NA,NA,NA,2025-06-18T00:00:00Z,NA,2025-06-01T00:00:00Z,540.9750545,NA,NA,529.4238329,23.16414141,NA,NA,24.2,NA,36.3,NA,dry,36,10,10,314.1592654,0.114591559,306.4703555,NA,-19289.3457,-7573.486816,-1388.503518,NA,-3.663144825,-2.218781858,-1.506831552,-2.462919412,0.685338012,B_2025_1_C_2025,1400,18-Jun-25,15,2.5,1313.17886,1.52,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_33_C,-23.06888,30.91229,Msinya_C_2025,B_2022_33_2025_C,2025,Msinya_C,Shangoni,2022,NA,NA,male,Poached,adult,18-Aug-25,NA,control,Granite,North,371.9511807,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,1127.365524,2585.275391,6672.101074,0,NA,NA,NA,NA,NA,NA,NA,2025-08-18T00:00:00Z,NA,2025-08-01T00:00:00Z,415.9791191,NA,NA,540.3760989,22.95505051,NA,NA,26.125,NA,36.1,NA,dry,111,11,10,314.1592654,0.353323974,243.349979,0.019802627,-2585.275391,-6672.101074,-1127.365524,-1.1437227,0.596126864,-1.654217441,-1.024072461,-0.806471435,0.354462353,B_2022_33_C_2025,1090,18-Aug-25,10,2.5,1287.430255,0,0,0,0,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_61,-23.12896,31.43464,Mopane_2025,B_2022_61_2025,2025,Mopane,Shingwedzi,2022,7-Jul-22,7-Jul-22,male,DCA,adult,20-Aug-25,1140,carcass,Basalt,North,384.6655571,Combretum / Colophospermum mopane Rugged Veld,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,524.4575113,1548.173096,2296.010254,0,yes,-23.12919,31.43472,NA,NA,NA,2022-07-07T00:00:00Z,2025-08-20T00:00:00Z,2022-07-01T00:00:00Z,2025-08-01T00:00:00Z,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,706,59,10,314.1592654,2.247267796,364.5905758,0.587786665,-1548.173096,-2296.010254,-524.4575113,-0.130555145,0.860571419,1.086657022,0.090508069,0.476795342,0.208349568,B_2022_61_2025,524,20-Aug-25,10,10,1287.430255,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA,0.02,2.27,92.8,0.03,82.37,32.33,8.65,22.62,5.71,2.41,0.01,0.02,0.09,0.04,0.09,7.91,1072.4,0.18,2.68,4.8,-15.41,NA,NA,NA,NA
B_2023_106_C,-23.28796,31.45181,Marhambu_C_2025,B_2023_106_2025_C,2025,Marhambu_C,Shingwedzi,2023,NA,NA,Male,Natural,Adult,13-Aug-25,NA,control,Basalt,North,392.6855578,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,723.293368,12876.7041,4281.932129,0,NA,NA,NA,NA,NA,"area is somewhat burned, browse and seedlings may be inacurate",NA,2025-08-13T00:00:00Z,NA,2025-08-01T00:00:00Z,386.7207959,NA,NA,405.5428779,23.47121212,NA,NA,27.05,NA,37.3,NA,dry,339,49,10,314.1592654,1.079070514,340.8354799,NA,-12876.7041,-4281.932129,-723.293368,NA,-2.028023426,-0.157184291,-0.277074663,-0.820760793,0.477533403,B_2023_106_C_2025,708,13-Aug-25,10,0.5,1287.430255,0,0,0,0,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_135,-22.899017,31.19125,Sirheni_2025,B_2023_135_2025,2025,Sirheni,Vlakteplaas,2023,4-Dec-23,27-Nov-23,Female,Natural,Adult,27-Aug-25,639,carcass,Granite,North,431.772672,Colophospermum mopane / Acacia nigrescens savanna,C.collinum/P.rotundifolius/C.apiculatum bush savanna,Level land -slightly undulating plains,PH12: Dothole,368.2513359,1911.043823,2884.895752,0,yes,-22.89872,31.19045,NA,NA,NA,2023-11-27T00:00:00Z,2025-08-27T00:00:00Z,2023-11-01T00:00:00Z,2025-08-01T00:00:00Z,440.9609204,399.8966155,218.4079828,563.6941037,23.63838384,23.69090909,24.58181818,27.0625,34.3,37.3,early_wet,dry,258,28,10,314.1592654,0.821239506,299.5101111,1.350667183,-1911.043823,-2884.895752,-368.2513359,1.23026794,0.768045168,0.717820705,0.379282407,0.773854055,0.416693498,B_2023_135_2025,368,27-Aug-25,10,2.5,1287.430255,1.66,4,14,2,0.04,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_8_C,-23.03176,31.36067,Daga_C_2025,B_2023_8_2025_C,2025,Daga_C,Vlakteplaas,2023,NA,NA,female,Natural,adult,19-Aug-25,NA,control,Basalt,North,392.7141317,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,446.2143916,3050.477783,2479.92749,0,NA,NA,NA,NA,NA,NA,NA,2025-08-19T00:00:00Z,NA,2025-08-01T00:00:00Z,377.6306918,NA,NA,439.2186296,23.92121212,NA,NA,27.5,NA,37.8,NA,dry,314,30,10,314.1592654,0.999493043,312.804531,0.292669614,-3050.477783,-2479.92749,-446.2143916,-0.656983708,0.477507669,0.971464245,0.235154112,0.256785579,0.124219313,B_2023_8_C_2025,397,19-Aug-25,10,10,1287.430255,0,0,0,0,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_111_C,-23.70721,31.62207,Lala_plam_C_2025,B_2024_111_2025_C,2025,Lala plam_C,Letaba,2024,NA,NA,female,Natural,adult,31-Jul-25,NA,control,Basalt,Central,398.9837588,Combretum / Colophospermum mopane Rugged Veld,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,307.5364677,9998.525391,6202.998535,0,NA,NA,NA,NA,NA,NA,NA,2025-07-31T00:00:00Z,NA,2025-07-01T00:00:00Z,416.7074389,NA,NA,372.2890825,23.56161616,NA,NA,25.49,NA,36.9,NA,dry,163,26,10,314.1592654,0.518845114,318.8886005,1.01884732,-9998.525391,-6202.998535,-307.5364677,0.638369053,-1.294133729,-1.360404716,0.491524422,-0.381161242,0.377342257,B_2024_111_C_2025,304,31-Jul-25,10,2.5,1287.430255,0,0,0,0,0.06,1.77,0.02,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
